id;title;description_RU;description_EN;;
nest-harvester-strength;Дары природы;Крестьянин, набравший огромную корзину яиц на скалах, рассказал о громадных гнездах, добраться до которых иначе как без крыльев не получится. Вокруг сновали диковинные птицы, напоминающие больших сорок. И кто знает, какое добро оно могли натаскать в гнезда за долгие годы?;A villager who had collected a huge basket of eggs on the rocks told of giant nests that looked impossible to reach without wings. Strange birds, resembling large magpies, were scurrying around. Wonder what kind of things they might have brought into their nests over the years?;272;278
nest-harvester-love;На крыльях любви;Говорят, какой-то селянин всем сердцем полюбил прекрасную скальную птицу. Пел, как умел, ей серенады, приносил червячков и даже мясо. Увы, небесная летунья вместо взаимности ответила лишь метким и весьма вонючим отказом.;They say that a villager fell in love with a beautiful rock bird. He sang serenades to her as best he could, brought her worms and even meat. Alas, instead of reciprocating, she answered only with an accurate and rather stinky refusal.;220;235
nest-harvester-perception;Ценная находка?;Говорят, голодающий селянин отыскал высоко в скалах странный предмет – древний крест, отлитый из бронзы. Артефакт всегда теплый и рядом с ним человек не испытывает ни голода, ни усталости.;Rumor has it that a starving villager found a strange object high in the rocks - an ancient bronze cross. The artifact is always warm to the touch, and a person feels neither hunger nor fatigue in its presence.;188;210
nest-harvester-forage;В серых скалах золото есть!;Радостный селянин вручил вам горсть старых монет разной чеканки. Большую часть добычи он решил потратить на рыбу и мясо, чтобы в родной деревне никто не голодал. Да еще и на налог останется, если вдруг снова заявится докучливый сборщик податей.;A joyful villager hands you a pile of old coins. He has decided to spend most of it on fish and meat, so that no one in his village would go hungry. And there will even be some left over, in case that pesky tax collector shows up again.;244;236
nest-harvester-default;И рыбы сыты, и яйца целы;Моряки с каботажного судна стали свидетелями печального события. Не шибко разумный селянин пытался забраться на скалы, но шлепнулся с изрядной высоты в воду. Вел себя он странно, так что его сочли безумцем. Тем более до этого селянин хвастался перед соседями, что какая-то ведьма поможет ему воспарить к небесам…;Sailors from a coaster ship witnessed a rather sad event. Some not very bright peasant tried to climb the rocks, but fell from a great height into the water. He behaved oddly, so he was deemed insane. Especially considering that a day before, the villager had boasted to his neighbors that a witch would help him soar into the sky...;312;333
nest-harvester-foolish;Яйца вкрутую;Селянин притащил в родную деревню корзину, набитую камнями, и уверял местных жителей, что это птичьи яйца. Несколько даже попытался сварить и почистить, но лишь расколол столешницу и сломал ногти. Не иначе, с голоду умом тронулся!;A peasant brought a basket full of stones to his home village and assured everyone that they were bird eggs. He even tried to boil and peel some, but only cracked his table and broke his nails. Verily, the hunger drove him insane!;230;230
nest-harvester-curse;В серых скалах яиц нет!;В народе ходит слух о голодающем крестьянине, что отправился собирать птичьи яйца на скалах и пропал. Теперь вряд ли среди местных отыщется смельчак, что отправится туда за добычей. И кто знает, какие тайны и сокровища хранили скалы?;They speak in hushed tones about a peasant who was driven by hunger to brave the cliff rocks for bird eggs and disappeared, never to be seen again. It is unlikely that there will be another daredevil who will go there. And who knows what secrets and treasures the cliffs held?;233;276
nest-cross-forget;Найдено и забыто;Монахиня, что верой и правдой служит народу и церкви, разыскала одну из ценнейший и старейших реликвий в этих землях – крест Святого Аскета. Его сила бесценна во время постов, так как избавляет от чувства голода всех в округе. Радостный епископ освободил простой люд от церковных податей и даже велел раздать нуждающимся муку и масло. Кажется, святость возвращается в наши мрачные земли!;A faithful nun has found one of the most valuable and ancient relics in the land, the Cross of the St. Ascetic. Its power is invaluable during Lent, as it relieves the hunger of everyone in the neighborhood. The joyous bishop exempted the commoners from tithe and even ordered flour and butter to be distributed to the needy. It seems that holiness is returning to our gloomy lands!;387;382
nest-cross-love;От чистого сердца;Довелось некоему селянину влюбиться до безумия в монахиню. Поскольку та давно отрешилась от плотских страстей и всего мирского, несчастный мужик не придумал ничего лучше, чем подарить ей старый крест. Божья дева тут же узнала в подарке ценную реликвию и передала ее епископу. Воистину, сила любви творит чудеса похлеще древних артефактов!;A certain villager fell madly in love with a nun. Since she had long ago renounced carnal passions and all worldly things, the unfortunate man thought of nothing better than to give her an old cross. The nun immediately recognized the gift as a priceless relic and handed it over to the bishop. Truly, the power of love works miracles!;338;335
nest-cross-poison;Бездуховность;Монахиня заполучила крест, но какой ценой? Мало того, что из жизни ушел нашедший реликвию селянин, так еще и сам крест вдруг превратился в безделушку. Епископ, конечно, его принял, но сразу усомнился, что именно он принадлежал святому аскету, и велел убрать подальше.;The nun got the cross she coveted, but at what cost? Not only did the villager who had found the relic pass away, but the cross itself lost its magic. The bishop, of course, accepted it, but doubted that it belonged to the ascetic saint, and ordered it to be put away.;267;268
nest-cross-foolish;Забытому – забвение;Всю округу всполошила история о селянине, что отыскал в скалах древних крест. По виду, тот походил на реликвию Святого Аскета, вот только помимо тепла и изведения голода, крест заставил мужика орать не своим голосом или хихикать как девица. Бедолагу отправили под присмотр местного монастыря, а крест расплавили от греха подальше.;The whole neighborhood was abuzz with the story of a villager who found a cross in the ancient rocks. It looked like a relic of the Holy Ascetic, except it not only relieved the man from cold and hunger, but also made speak in tongues or giggle uncontrollably. The poor man was sent to the care of the local monastery, and the cross was melted down for good.;330;358
Zolotar-poison;Колпак упал;Не зря древние мудрецы говорили, что дурному и в кружке с молоком утонуть по силам. Вот один из деревенских дурачков и умудрился помереть, копаясь в навозной куче. А задохнулся он или еще какая беда приключилась – неизвестно.;As the saying goes, a fool can drown even in a mug of milk. Well, one such fool died recently while shoveling dung. It is not known whether he suffocated or had some other misfortune.;225;183
Zolotar-beauty;Писк моды;Нынче среди знати и зажиточных горожан вошли в моду особые украшения, которые лепит народный умелец. Из чего он их делает, спросите вы? Из самого презренного материала, но, благодаря таланту, даже навоз обретает дивные формы, от которых не отвести глаз! А одна из приближенных к короне дам недавно сразила гостей на балу шикарной диадемой, в которую был инкрустирован особый… самородок.;Some very special jewelry sculpted by a folk artisan is all the rage among the nobility and wealthy townsfolk nowadays. What does he make it out of, you may ask? From the most despicable material, but, thanks to his divine talent, even dung acquires magnificent forms that just draw the eye! And one of the ladies of the court recently wowed the guests with a gorgeous tiara inlaid with an unique... nugget.;386;407
Zolotar-default;Торги с душком;Говорят, недавно на городском рынке произошел весьма забавный случай. Местный дурень попытался убедить продавца медовых коврижек, что навоз – это золото. Ушлый торговец не смутился и попросил дурака проверить на зубок, настоящие монеты или нет. Быстрая экспертиза показала, что от золотых монет никто плеваться и ругать какую-то «косорылую ведьму» не станет…;A rather amusing incident happened recently at the town market. A local fool tried to convince a seller of honey cakes that dung was gold. The wily merchant asked the fool to test the coins by biting to see whether they were real or not. Experiment ended with much spitting and cursing some “damn witch”.;358;304
Zolotar-flight;Коричневый дождь;Странные осадки накрыли столицу. Те, кто не успел укрыться дома или под навесами – крупно о том пожалели. Королевские ученые в один голос заявили, что такое непотребство с погодой могли учинить только злобные враги правителя, потому как на большее у них не хватает ни мужества, ни сил. Следующее воскресенье монаршим указом объявлено днем всенародной чистоты, так что горожанам и жителям окрестных поселений надлежит запастись щелочью и щетками.;"A very unusual kind of ""rain"" hit the capital. Those who did not find shelter in time regretted it dearly. Royal scientists unanimously stated that only the evil enemies of our esteemed monarch could have caused such a mess, because they have neither courage nor strength for anything else. The next Sunday is declared by the monarch's decree to be a day of national cleanliness, so the townspeople should stock up on lye and brushes.";445;434
Zolotar-foolish;Безумие = гениальность?;Местный дурачок умудрился найти сразу несколько неочевидных применений простому навозу, после чего был вызван на разговор с незаконнорожденным братом короля. Говорят, после этого дурака отправили на спорные земли, где он во время осад, сражений и даже на тренировках лучников умудрялся использовать навоз для измора крепостей, маскировки «железного чеснока» и лепки мишеней для стрельбы.;A local fool managed to find several non-obvious uses for simple manure, and was then summoned to talk to the king's illegitimate brother. It is said that the fool was then sent to the disputed lands, where he managed to use dung to support sieges, camouflage caltrops and make targets for archery practice.;387;307
Zolotar-chameleon;Дурни;Местный дурак внезапно прослыл богачом и транжирой. Он скупил столько утвари и вещей, что они едва уместились в новенькую телегу. Куда уехал дурак после этого неизвестно, вот только на следующее утро многие торговцы обнаружили в кошельках и ларцах отнюдь не золото, а куски затвердевшего навоза. За дурнем тут же отправили отряд ловчих, но найдут ли они мошенника – большой вопрос.;The local fool suddenly became a rich man and a big spender. The things he bought could barely fit into his brand new cart. It is not known where the fool went after that, but the next morning many merchants found that their purses and chests are filled not with gold, but pieces of hardened dung. A hunting party was immediately sent after the fool, but whether they would find the swindler is an open question.;381;412
Philosopher-food;Когда сытость затмевает разум;Набив желудок, мыслитель вдруг понял, что мир слишком щедр, чтобы тратить время на такое бесполезное занятие, как работа. К общему недовольству старост и местного графа, идея оказалась заразной. И вокруг философа собралось много народу, что принялись обворовывать огороды, рыться в выброшенных гнилых продуктах и клянчить еду. Терпение у работящих селян быстро закончилось, и человеческую саранчу разогнали, а мудреца сдали на суд графу.;After filling his stomach, the philosopher suddenly realized that the world was too rich and generous to waste time on such a useless activity as work. The idea turned out to be contagious. A lot of people followed the philosopher and started robbing vegetable gardens, searching food in the garbage or simply begging. The patience of the industrious villagers quickly ran out, and the human locusts were driven away together with the sage.;437;440
Philosopher-alcohol;На дне бутылки;Говорят, истину можно найти в вине. Один мудрец решил, что искать стоит и в пиве, и браге, и травяных настоях. Даже в микстурах от кашля посматривал, если верить молве. Увы, но истину он познал совсем не ту, что искал.;In wine, there is truth, or so they say at least. One sage decided to also look for it in beer, liquor, and herbal extracts. He even looked in cough mixtures, if you believe the rumor. Alas, but the truth he found was probably not the one he sought.;218;249
Philosopher-poison;Загробная мудрость;Местный мудрец умер при странных обстоятельствах. Слухи об этом быстро разлетелись по деревням, и не шибко обремененные умом бездельники решили, что именно смерть открыла усопшему самую великую тайну мироздания. Они вскрыли могилу бедолаги и разобрали останки на амулеты. Церковники переловили гробокопателей и передали их инквизиторам.;A local sage died under strange circumstances. Rumors about it quickly spread through the villages, and the idle men, who were not too burdened with intelligence, decided that in death the deceased had understood the ultimate mystery of the universe. They opened the poor man's grave and took remains apart for amulets. The good people of the church had caught the gravediggers and handed them over to the Inquisitors.;336;418
Philosopher-flight;Крылья сложены;Даже короткого полета хватило мудрецу, чтобы оценить, насколько прекрасна земля и как приятно ощущать ее под ногами. В ужасе он бросился к ближайшей конюшне и примотал себя к коновязи. С тех пор так и сидит там, крича каждому встречному, что мир на самом деле так огромен, что люди в нем подобны насекомым, и не должны задумываться о чем-то большем, чем еда и размножение. Церковники нашли его идеи весьма разумными и даже подкармливают мудреца.;Even a short flight was enough for the sage to appreciate how beautiful the earth was and how pleasant it is to feel it beneath his feet. Terrified, he rushed to the nearest stable and tied himself to the stall. He is sitting there ever since, shouting to everyone he sees that the world is too vast and people are small like ants. The clergy find his ideas very reasonable and even feed the sage.;445;397
Philosopher-memory;Вчерашняя мудрость;Лишившись памяти, некогда известный деревенский философ вдруг заявил жене, что вчера нашел ту самую драгоценную истину, а наутро забыл.  Именно она должна была превратить жизнь простых и знатных людей в сказку, избавить мир от войн, голода, божьей кары, но… Осыпав какую-то ведьму обвинениями, он с новыми силами принялся размышлять. Раздосадованная жена велела заниматься этим в другом месте и не возвращаться домой, пока не найдет работу.;Having lost his memory, the once famous village philosopher told his wife that the day before he had just found the most precious truth. That knowledge should have turned the life of common and noble people alike into a fairy tale, rid the world of wars, famine, God's punishments, but... After cursing some witch, he began to think with renewed vigor. His frustrated wife told him to do it elsewhere and not to come home until he found a job.;440;443
Philosopher-foolish;Из руин разума;Много чудес рождается среди простого народа, вот недавно объявился в одном из поселений полубезумный мудрец. Он пытался заставить людей сращивать репу с пшеницей, ловить солнце в горное стекло, искать кровь земли… И никто его не слушал, кроме жены. Вместе они построили диковинную машину, что при помощи горного ручья сама стирала белье. Семья уже быстро разбогатела, но кто знает, что еще придумает искалеченный разум мыслителя?;Recently a half-mad sage appeared in one of the settlements. He tried to make people splice turnips with wheat, search for the dark blood of the earth... And nobody listened to him, except for his wife. Together they built an ingenious machine that did the laundry by itself, powered by a mountain stream. The family became rich in no time, but who knows what other inventions will bear the distorted mind of the philosopher?;428;428
Lamps-flight;Блуждающие огоньки;Даже искуснейшим мастерам, изготавливающим лампы для дворца, не удалось обуздать сияние звезд. Огоньки вылетели из ламп и долго плавали по коридорам, пугая прислугу. Один, кажется, выпорхнул из окна и умчался на топи, чтобы вплестись в хоровод мрачных болотных сестриц.;Even the most skilled craftsmen who were tasked with making lamps for the palace couldn't tame the glow of the stars. The mischievous lights escaped and now roam the corridors, scaring the servants. One even darted out of the window and flew to the marshes to join the dance of the gloomy swamp ghosts who lure the travelers to their deaths.;;
Lamps-healing-strength-wake-youth;Истлели, как искры;Недолго небесные огни озаряли коридоры и залы дворца. Лампы потускнели, лишь немногие счастливцы могут сказать, что видели их на пике могущества. Кто-то даже начал шептаться, что лампы – предвестники упадка королевского рода. Он так же вспыхнул ярко, а теперь слабеет. Чтобы избежать опасных разговоров, король велел лампы убрать.;The heavenly lights didn’t illuminate the palace halls for long. They burned bright but burned fast. Some have even begun to whisper that it was a sure sign of the royal lineage's decline – long gone are the splendor and the luster of once mighty family. The king got wind of it and ordered the lamps to be removed.;;
Lamps-love-beauty;Очарованные небесным светом;Лампы, начиненные звездной пылью, были настолько пленительны, что многие не могли оторвать от них взора. Увы, как и все прекрасное, небесный свет быстро угас. А вместе с тем поникли очарованные им люди. Почти неделю они глазели ночами на небо, но так и не смогли насытиться серебряным сиянием. Видимо, избавить их от печали можно лишь зельями и чарами.;The stardust lamps were so enthralling that many could not take their eyes off them. Alas, the beauty was not meant to last and quickly faded. And the light was gone from the people’s eyes, too. They now wander the streets at night, gazing at the sky, longing for something yet unable to get enough of the silver glow. What charm or potion could relieve their sorrow?;;
Lamps-numbness;Небесные лампы;Говорят, коридоры дворца нынче озарены серебряным сиянием звезд. Свет этот рассеивает даже самые жирные тени, а лампы не требуют ни масла, ни жира. Их называют одним из мировых чудес, а имя нынешнего короля теперь навеки останется в людской памяти.;The palace halls are flooded with the silver light of heavenly stars. It pierces the thickest shadows and burns everlasting, requiring nether oil nor fat. It is without a doubt one of the wonders of the world, one that will make the King’s name to go down in history.;;
Lamps-perception;Угасание;Невзирая на труды ученых людей, распалить звездный огонь так и не удалось. Пыль мало того, что угасла, так еще и словно испарилась. Раздосадованный монарх велел выбросить ламы и наказать виновных. Впрочем, слухи говорили о том, что в мусорных ямах и стоках иногда можно заметить слабое серебряное сияние… Но кто возьмется проверять, ложь ли это?;Despite the efforts of the learned people, the starfire refused to burn. Quite the opposite – it even faded away, as if mocking the hubris of men who tried to tame the light of the heavens. The annoyed monarch ordered to get rid of the lamps and to punish the inventors. Some say, a faint silver glow can sometimes be seen in garbage pits and drains. Probably just an old man’s tale.;;
Lamps-poison;Небесный яд;Во дворце большое горе. Пострадало несколько стражей и десяток прислужников, отравившихся испарениями звездных ламп. Бог уберег особ королевской крови, но кастелян теперь поспешно ищет замену несчастным слугам. Лампы вывезли на старое кладбище, залили известью и зарыли в глубокой яме.;Ruin has come to the palace. Several guards and a dozen servants were affected by the fumes from the star lamps. The gods spared those of royal blood, but the steward is urgently seeking replacements for the unfortunate servants. The deadly lamps were taken to the old cemetery where they were buried in a deep pit filled with lime.;;
Love_of_a_Robber-default-poison;Пропавшая;Несмотря на упорные поиски, мореход так и не нашел свою дочь. Говорят, ее похитили то ли разбойники, то ли утащили дикие звери. Несчастный отец поклялся извести все зло, что осквернило местный лес, и передал внушительную сумму егерям и охотникам. На какое-то время в здешних лесах точно станет спокойнее.;No matter how hard he searched, the sailor had never found his daughter. People say she was kidnapped by robbers or maybe the wild beasts got her. The grief-stricken father swore to eradicate all the evil that defiles the local forest, and donated an impressive sum to the huntsmen and foresters. The woods will be safer, at least for some time.;;
Love_of_a_Robber-flight;Перелетная дева;Давеча прямо с неба в копну сена рухнула девица. Та самая дочь морехода, которую разыскивали целый месяц. Она рассказывала о разбойниках и их гнусном предводителе, похитившем ее и опоившем зельем. Увы, ей никто не поверил. Летунью отправили в монастырь, ибо для птиц и ангелов предназначено небо, а не для чудаковатых молодух!;The other day a girl fell right out of the sky, landing in a haystack. The very same sailor’s daughter, who’ve been missing for a whole month. She told tales about bandit and their wicked leader who kidnapped her and drugged her with some potion. Alas, no one would believe her. The bird-brains was sent to a monastery, for the sky is the domain of birds and angels, not eccentric young women!;;
Love_of_a_Robber-mindblowing;Отчий дом;Вернулась из лесу дочь известного морехода. Как ни старалась – не смогла вспомнить, что стряслось. Но одета была богаче дворянки, еще и золота приволокла мешок! Слухи о том, что ее выкрали разбойники, не отпугнули находчивых крестьянок. Они так и бродят возле леса! Ждут, что их тоже выкрадут, а потом вернут в мехах и с золотом. Даже местный пахарь там ошивается…;The daughter of a notorious seaman emerged from the forest with no recollection of what happened to her. She had some new clothes on and a bag of gold so heavy she couldn’t lift it. The enterprising local women were not dissuaded by the rumors of robbers – why, they roam the forest now, expecting to be kidnapped, and then returned in furs and riches. Even some lads are joining them...;;
Love_of_a_Robber-numbness;Пленница лесного царя;Вернувшаяся из лесу девица утверждала, что выкрал ее лесной человек. Сам он походил на дерево, бородища была из мха и лишайника, а в кроне так и шныряли белки. Отец несчастной пообещал отвезти ее к лучшим заморским лекарям. А то, чего доброго, снова в чащу отправится, бородатого лесохода разыскивать! Больно уж он приглянулся ей.;The girl who returned from the forest claimed that she had been stolen by a forest man. He looked like a tree with beard of moss and lichen, and squirrels were scurrying in the crown. The father of the unfortunate lass promised to take her to the best foreign doctors – anything to get her away from the forest, really, lest she wanders into the woods again, looking for her imagined beloved.;;
Sectarians-default;Обитель Истинной Справедливости;До вас дошли слухи о тайной общине, что вербовала селян и горожан. Набрав почти сотню последователей, они погрузили их в телеги и увезли в неизвестном направлении. Говорят, вскоре невольники оказались на тайных рабских рынках и в борделях. Церковь недовольна, инквизиция лютует, а вам теперь лучше вести себя как можно тише.;You’ve heard of a cult that recruited villagers and city folk alike. After gathering a flock of about a hundred, they’ve put them in wagons that carried them away. Some members of the congregation later turned out on secret flesh markets and in public houses. The Church is greatly displeased, the Inquisition is raging and you’d better lay low for the time being.;;
Sectarians-flight;Карающий ангел;Молва донесла до вас удивительную историю об ангеле, что низвергся с небес прямо в тайную обитель работорговцев. Они вербовали простой люд и вывозили на рынки и в бордели. Но от Господа ничего не скрыть, и он повелел своему посланнику научить грешников уму-разуму! Негодяи в ужасе разбежались, а кто-то и вовсе сдался церкви. Епископ слухи не спешит подтверждать, но и не опровергает…;Rumor has it that an angel descended straight from the heaven into the slavers’ compound. They’ve been recruiting people and selling them on the flesh markets. But nothing can be hidden from God, and He commanded to teach the sinners a lesson! The wicked flew in terror, and some of them even turned themselves in. The bishop doesn’t confirm the rumors, but he is in no hurry to deny them either…;;
Sectarians-laughter;Демон смеха;Церковник прикинулся новым послушником общины и влил ваше зелье в котел с похлебкой. А потом отправился к инквизиторам и обвинил еретиков в том, что они поклоняются демону смеха. Даже когда отступников жгли каленым железом и вели к кострам, негодники продолжали хохотать, обливаясь слезами. Мир станет чище без подобных отродий!;The churchman, pretending to be a novice of the heretical commune, poured your potion into a pot of soup. Then he went straight to the Inquisition and accused the heretics of demon-worship. Even as the inquisitors rent their flesh and burned them with red-hot iron, they kept laughing through tears. Truly, the world will be a better place with such monsters gone. ;;
Sectarians-love-beauty;Явление;Посланник церкви заявился в обитель еретиков. И был он так прекрасен и чист душой, что вся паства, как и сами отступники, пошли вслед за ним, посчитав воплощением Бога. К сожалению для них, вместо райских ворот он привел дурней в лапы инквизиторов.;The agent of the Church appeared in the abode of the heretics. So beautiful and pure he was that the entire congregation, as well as the apostates themselves, followed him, thinking him to be an incarnation of God. Unfortunately for them he led them not to the pearly gates, but right into the Inquisition’s dungeon.;;
Sectarians-perception;В овечьей шкуре;Благодаря отважному служителю церкви был раскрыт жуткий заговор. Гнусные работорговцы, прикидывающиеся общиной Истинной Справедливости, набирали последователей и продавали в рабство. Божий человек пробрался незаметно в обитель и выведал все их тайны, после чего навел на паскудников святую инквизицию. Ибо никому не дозволено дурить простой народ!;Thanks to the brave cleric, a terrible conspiracy was uncovered. A bunch of vile slave traders who organized the Commune of True Justice recruited followers only to sell them into slavery. The man of God sneaked into their abode unseen and unnoticed to find out their secrets, and then brought the wrath of the Inquisition onto the villains. For no one is allowed to fool the common people!;;
Sectarians-wake-speed-strenght;Пес Божий;По окрестностям разносятся слухи о божьем человеке, что вломился в обитель тайной общины и учинил погром. Много носов и костей было сломано, да мало что это дало. Еретики разбежались, бросив оболваненную паству на растерзание инквизиции.;There are rumors spreading around the neighborhood about a man of God who stormed into the heretics’ compound and caused a massacre. There were a lot of broken noses and bones, but it didn’t do much. The heretics fled, leaving the brainwashed flock to the Inquisition’s tender mercies.;;
Food_fest-branch-hot_stuff;Королевская кулинарка ;Вот и сбылась моя мечта. Меня позвали участвовать в жестком отборе на должность замковой кулинарки! Испытания совсем скоро, а судить их будет Верховный Повар. Один из самых влиятельных лордов королевства! Говорят, это жестокий, строгий человек. Но и я ведь не хлебный мякиш, верно? Справлюсь. Еще увидимся, ведьма, если так будет угодно судьбе.;Now my dreams have come true. I’ve been selected as a candidate for the royal kitchens. The trials are starting soon, and they will be judged by the High Chef himself. One of the most powerful lords in the realm! They say he's a cruel, stern man. But I'm not made of eggshells either. I'll manage. See you again, witch, fate willing.;;
Food_fest-flight;Слишком легкие закуски;Во время состязаний кухарок случилось странное. Люди, отведав стряпню некой молодой особы, взмывали над землей и тут же падали, калеча ноги и отбивая задницы. Подобное непотребство не оставило равнодушными церковников. Они нагрянули на фестиваль, разыскивая виновницу. Увы, та будто испарилась. Соревнование отложили на следующий год, а участников обязали отмечаться у духовенства.;The weirdest thing happened during a food festival. After trying the food made by a certain young cook people rose to the skies, flying, only to fall some moments later, breaking their legs and bruising their bums. The Church took interest in the occasion and came in force, but couldn’t find the culprit. The competition was canceled.;;
Food_fest-laughter-voice;Запрещенная добавка;Увы, среди тех, кто не сумел пробиться в следующий круг соревнований, оказалась и ваша новая знакомая. Люди, отведавшие ее кушаний, резко меняли голоса или гоготали, как безумные. Подобных шуток никто не оценил. Все же кулинария – дело серьезное!;Alas, your new acquaintance didn’t make it to the next round of the cook-off. People who tried her food, abruptly changed their voices or started cackling like crazy. The jokes fell flat as a pancake. Cooking is a serious business!;;
Food_fest-love;Код красный!;Фестиваль народных кулинаров запомнился тем, что во время него образовалось множество пар. Между подачей блюд юнцы влюблялись в девиц, старики – в старух, рушились семьи, тут же зачинались новые. Во всем безобразии как-то совсем позабылось, ради чего собирался народ, и победителя не выбрали. Что ж, по крайней мере, населения в королевстве прибавится.;This year’s food festival took an unusual turn when the attendants went into a love frenzy. Families crumbled, new couples formed on the spot, folks young and old matched in passion. In all this mess everyone kinda forgot to pick a winner. Well, at least the kingdom can expect a population boom in the near future.;;
Food_fest-poison-hexing-numbness;Мойте руки!;Во время фестиваля кухарок отравилось так много народу, что дальнейшие состязания отменили. Отыскать виновного оказалось невозможно, но всех, кто кашеварил в тот день, отправили отрабатывать повинность на полях и лесных вырубках.;So many people got food poisoning during the festival that the competitions had to be cancelled. Since it was impossible to pinpoint the culprit, everyone who took part in the cook-off was sent to work in the fields and the forest clearings.;;
Food_fest-wake-speed-strenght-healing;Здоровая пища;До вас дошли слухи о молодой кулинарке, после стряпни которой люди излечивались от болезней, набирались сил и бодрились. Увы, особым вкусом та еда не отличалась, поэтому девушке посоветовали не скармливать свой талант едокам, а попробовать себя в медицине. И пригласили в городскую лечебницу.;You have heard rumors about a young woman whose cooking cured people of diseases, granting them vigor and lifting their spirits. The taste left a lot to be desired, so the girl was advised to try her hand at medicine instead of wasting her talent on picky gourmands. Now she cooks at the town hospital.;;
Recipe_for_revenge-branch-poison-hexing-numbness-sleep-clumsiness-mindblowing;Виновные всегда найдутся;После того, как нескольких господ отравили, лорд-повар чудом сохранил голову на плечах и свое место при дворе. Он быстро отыскал виновных – кулинаров, которых отбирал для дворцовой кухни. Мерзких отравителей передали родичам пострадавших, и те наказали их по своему усмотрению. Видимо, яд иногда отнюдь не самое верное оружие.;After several nobles were poisoned in the most conspicuous way, the High Chef only just kept his title and his head. He quickly found the culprits among the royal cooks. The vile poisoners were handed over to the relatives of the victims, to be punished at their discretion. It seems the poison isn't always the answer.;;
Recipe_for_revenge-default;На корм псам;Лорд-повар с удивлением обнаружил в блюде черную чешуйку. Как позже стало известно, принадлежала она демону. Рассвирепевшая кулинарка попыталась зарезать главу кухни, но стражи остановили ее. Говорят, лорд-повар велел запечь чернокнижницу целиком и скормил псам. Правда ли это? Иногда лучше не знать, чтобы не мучиться угрызениями совести.;The High Chef was very surprised to discover strange black scales in his meal. Later they were identified as belonging to a demon. An irate cook tried to stab the head of the kitchen, but the guards intervened in time. They say that the High Chef ordered the warlock to be baked whole and fed to the dogs. Are the rumors true? Sometimes it is better to doubt for conscience sake.;;
